CATÁLOGO DE VÁLVULAS 3B 2024,,,,,,,,,,,,,,,,,,,,
"Motor 
Engine","Aplicación 
Application","Cil 
Cyl","D
G","Nº 3B 
3B P/N","Sup Vast.   
Stem Over Size.","Ø Vástago     
Stem","Ø Cabeza      
Head","Largo Total 
Length",º,TIPO CHAV,CAB,#OE,#OE,#OE,#OE,#OE,#OE,#MORESA,#EDIVAL,
,,,,4439-EN,STD,7.935,32,118.4,45º,2,E,8-94171-292-0,,,,,,,,
"2.3 Lts. - 2.6 Lts.
4ZD1 / 4ZE1  -  1986~",Trooper,4,G,3106-A,STD.,7.95,44.15,108.6,45º,8,C,8941742221,8944470250,,,,,,,
,,,,23106-EP,STD.,7.94,37,108.2,45º,8,C,8941742231,8971102560,,,,,,,
2.6 Lts.  -  4ZE1  -  1988~,Trooper,4,G,3424-A,STD.,7.945,44.1,108.6,45º,8,C,8-94447-025-0,,,,,,,,
,,,,3425-EB,STD.,7.933,37,108.1,45º,8,C,8-94447-026-0,,,,,,,,
"4JB1 / 4JA1 - 2,5/2,7 Lts. - (1998)",NKR / NHR,4,D,3822-AN,STD.,7.935,40,118,45º,2,E,8941332751,,,,,,,1125 A,
,,,,3823-EPN,STD.,7.93,35.6,118,45º,2,E,8970438612,8942478751,,,,,,21125 E,
"2.8 Lts. - 3.2 Lts. -  5.0 Lts. - 
3.2 Lts. - 3.6 Lts. - 3.8 Lts. - 5.4 Lts. - 5.7 Lts. - 6.1 Lts. -  1970~",4BA / C330 / D500 / 4BC1 / 4BC2 / 4BB1  / 4BD1 / 4BE1 / 6BB1 / 6BD1 / 6BF1 / Elf / Journey / NPR,4 / 6,D,848-AN,STD.,8.94,45,127.6,45º,2,E,9125518010,894129550,897343790,,,,,,
,,,,1848-EPN,STD.,8.93,37.5,127.8,45º,2,E,5125520480,8943331140,8944619580,,,,,,
"178 CI (2.9 l.) DOHC FI 16 V. VIN 9 ""GM""
223CI (3.7 l.) DOHC FI 20 V. VIN E ""GM""
256 CI (4.2 l.) DOHC FI 24 V. VIN S ""GM"" VORTEC""",Ascender / I-290 / I-370,"
4

5

6",G,4084-AC,STD.,5.961,38.7,105.8,46º,4,C,12601763,12623722,,,,,V-7091,,
,,,,4085-ECB,STD.,5.951,33.6,108,46º,4,C,12601762, ,,,,,S-7092,,
"169 CI (2.8 l.) DOHC FI 16 V. 
VIN 8
211 CI (3.5 l.) DOHC FI 20 V. 
VIN 6
256 CI (4.2 l.) DOHC FI 24 V. 
VIN S ""VORTEC",Ascender,"
4

5

6",G,4086-AC,STD.,5.961,37,105.4,46º,4,C,24576974,824576740,,,,,V-7137,,
,,,,4087-ECB,STD.,5.951,30.5,107.85,46º,4,C,24576975,824576750,22503324,22521789,,,S-7138,,
L4 16v. 2.3lt. - F23A1 / F23A4 / F23A7,"ISUZU Oasis
",4,G,4306-AN,STD,5.49,34.01,115.85,45º,2,C,14711POHA00,,,,,,V-7053,,
V6 24v. 3.0lt. - J30A1,,,,4163-EN,STD,5.452,29,114.2,45º,2,C,14721P0HA00,,,,,,S-7054,,
"6B31 V6 
24v  3.0Lts - SOHC ",Outlander / Pajero Sport,6,G,4578-AN,STD,5.975,35,111.9,45º,21,C,1010A138,,,,,,V-9571,,
,,,,4579-EN,STD,5.96,29.5,114,45º,21,C,1011A086,,,,,,,,
3.1 td," Isuzu luv 3.1 td /  
Trooper 3.1td",4,D,3964-APN,STD.,7.95,42,117.5,45º,2,A,8971317292,,,,,,,,
,,,,3823-EPN,STD.,7.93,35.6,118,45º,2,E,8970438612,8942478751,,,,,,21125 E,
2.8 Lts. - 3.1 Lts.  -  1983-86,Trooper,6,G,811-A,STD.,8.669,43.63,119.52,45º,17,C,14031332,,,,,,,,
,,,,811-A,.003,8.745,43.63,119.52,45º,17,C,14031332,,,,,,,,
,,,,811-A,.015,9.05,43.63,119.52,45º,17,C,14031332,,,,,,,,
,,,,1811-EC,STD.,8.667,36.1,120.3,45º,7,C,14031328,,,,,,S-3188,,
,,,,1811-EC,.003,8.743,36.1,120.3,45º,7,C,14031328,,,,,,S-3188,,
,,,,1811-EC,.015,9.048,36.1,120.3,45º,7,C,14031328,,,,,,S-3188,,
3.2 Lts.   -   6VD1  -  24V,Trooper,6,G,3154-AN,STD.,5.965,34,98.9,45º,2,C,8970155460,8970155462,,,,,V-7317,,
,,,,3155-EPN,STD.,5.96,30,100.55,45º,2,C,8970155471,8970155470,,,,,S-7318,,
LX5 - 3.5 Lts. ,D.-Max,6,G,3962-AN,STD.,5.96,34,103.8,45º,2,C,8971319610,,,,,,,,
,,,,3963-EN,STD.,5.96,29,103.5,45º,2,C,8971319620,,,,,,,,
3.5 Lts.  J35A5 / ACU-J35A5,ACURA,6,G,3962-AN,STD.,5.96,34,103.8,45º,2,C,8971319610,,,,,,,,
,,,,3963-EN,STD.,5.96,29,103.5,45º,2,C,8971319620,,,,,,,,
"4HG1 - 4,7 Lts. - 1980-2004",NPR,4,D,3890-AN,STD.,8.955,51,141.15,45º,2,A,8971713980,,,,,,,,
,,,,3891-EN,STD.,8.925,42,140.65,45º,2,A,8971713990,,,,,,,,
L4 5.2lt. 4HK-1TC 16 val. ," ELF 400, 450, 500, 600 / ",4,D,4428-AN,STD,7.95,37,130.55,30º,2,E,8943958820,,,,,,,,
L6 7.8lt. GHK1-TC 24 val. ,FRR / FSR / FTR / FVR / FXR / HTR / HVR,6,,4429-EN ,STD,7.93,36.98,130.25,45º,2,E,,,,,,,,,
,JEEP,,,,,,,,,,,,,,,,,,,
"L4, (1.8 Lts.), 16 VALVE, FLEX, 139CV, E.TORQ EVO",RENEGADE,4,G,4696-AN,STD.,5.945,31.5,109.4,45º,4,C,55247715 ,,,,,,,,
,,,,4697-ENX,STD.,5.908,25,117.35000000000001,45º,4,C,55247716 ,,,,,,,,
ED3 / EDG Gema -,Patriot / Comprass ,4,G,4336-AC,STD,5.465,35,113.5,45º,2,E,50470688AA/AB,MN187696,,,,,V-7067,,
 L4 2.0lt. / 2.4lt.  - 16v,,,,4337-EC,STD,5.465,29,105.7,45º,2,E,5047069AA/AB,MN183950,,,,,S-7068,,
"L4, (2.0 LTS.), 1998 C.C., 16 VALVE, DOHC, FLEX, TURBO, ECG, ECL",COMPASS TIGERSHARK,4,G,4898-AN,STD,5.465,36,126.95,45º,4,E,K05048197AA,,,,,,,,
,,,,4899-EN,STD,5.455,29,120,45º,4,E,K05048198AA,,,,,,,,
"V6 3.6 Lts 24v.  
DOHC, FLEX, NAFTA 
Año.12-13",Grand Cherokee / Wrangler ,6,G,4498-AN,STD,5.969,39,116.55,45º,4,C,5184127AC,,,,,,V-7157,,
,,,,4499-EBN,STD,5.96,30,115.6,45º,4,C,5184128AD,5184128AE,,,,,,,
V8 4.7lt. 16v.,Grand Cherokee / Commander,8,G,4390-AC ,STD,6.945,48.7,113.8,45º,4,C,,,,,,,,,
" Vin J, N, P",,,,4391-ECB ,STD,6.91,37,115.3,45º,4,C,53021644AC,,,,,,,,
"Hemi Vin 2, D, H, T -    ","Jeep Grand Cherokee
",8,G,4348-AC,STD,7.973,52,131.2,45º,4,E,53022087AA,,,,,,V-7159,,
"V8 -5,7lt. - 16v",,,,4349-ECB,STD,7.94,39.4,130.5,45º,4,C,53022088AB,,,,,,S-7160,,
Hemi V8 16v. Vin 3 ,Jeep Cherokee - Grand Cherokee ,8,G,4356-AC,STD,7.937,52.8,126,45º,4,E,5037372AB,,,,,,V-7287,,
,,,,4357-ECB,STD,7.937,40.5,125,45º,4,C,5037373AB,,,,,,,,
,JOHN DEERE,,,,,,,,,,,,,,,,,,,
730  - 1958-71,730D,2,D,532-A,STD.,12.61,63.4,211.45,45º,8,A,F-3213-R,,,,,,,"3020-A+0,4",
,,,,533-E,STD.,12.61,48.26,210.7,45º,8,A,F-3214-R,,,,,,,"3020-E+0,4",
"152 / 179
219 / 239 / 276
303 / 329 / 359   ~1995",1020 / JD300 / 2020 / 2510 / JD400 / JD440 / 2240 / 4039 / 2630 / 2640 / 4030 / 4400 / 6359 / Serie 300,"3 / 4 /
6",D,550-AC,STD.,9.45,45,131,45º,8,A,R52251,R79623,,,,,,,
,,,,550-AC,.003,9.526,45,131,45º,8,A,R52251,R79623,,,,,,,
,,,,550-AC,.005,9.577,45,131,45º,8,A,R52251,R79623,,,,,,,
,,,,550-AC,.015,9.831,45,131,45º,8,A,R52251,R79623,,,,,,,
,,,,1550-EC,STD.,9.45,40,131,45º,8,A,R52252,R79624,,,,,,,
,,,,1550-EC,.003,9.526,40,131,45º,8,A,R52252,R79624,,,,,,,
,,,,1550-EC,.005,9.577,40,131,45º,8,A,R52252,R79624,,,,,,,
,,,,1550-EC,.015,9.831,40,131,45º,8,A,R52252,R79624,,,,,,,
"179 / 239
276 / 359 / 414   1995~",3029 / 4039 / 4045 / 6059 / 6068 / Serie 300 RCP / 350,"3 / 4 /
6 ",D,3618-AC,STD.,7.874,46.6,134.07,30º,2,A,R98062,,,,,,,3051-A,
,,,,3618-AC,.015,8.225,46.6,134.07,30º,2,A,R98062,,,,,,,3051-A,
,,,,3618-AC,.030,8.636,46.6,134.07,30º,2,A,R98062,,,,,,,3051-A,
,,,,3619-ECB,STD.,7.861,42.5,133.46,30º,2,A,R90692,,,,,,,23051 E4,
,,,,3619-ECB,.015,8.242,42.5,133.46,30º,2,A,R90692,,,,,,,23051 E4,
,,,,3619-ECB,.030,8.623,42.5,133.46,30º,2,A,R90692,,,,,,,23051 E4,
254 / 381,3010 / 4010 / Serie 400,4 / 6,D,562-A,STD.,9.449,45.21,159,45º,3,A,R26124,,,,,,,,
,,,,1562-EP,STD.,9.449,40.34,159,45º,3,A,R26123,,,,,,,,
270 / 404,3020 / JD500 / JD500A / JD500B / 4000 / 4020 / JD600,4 / 6,D,594-A,STD.,9.45,48.31,158.6,45º,3,A,R44174,R32034R,,,,,,23059-E,
,,,,594-A,.015,9.831,48.31,158.6,45º,3,A,R44174,R32034R,,,,,,23059-E,
,,,,1594-E,STD.,9.446,43.67,158.1,45º,3,A,R44175,R32035R,R32035,,,,,23059 E,
,,,,1594-E,.015,9.827,43.67,158.1,45º,3,A,R44175,R32035R,R32035,,,,,23059 E,
Serie 250,Serie 250,3 / 4 / 5,D,4058-AC,STD.,7,37,123.5,30º,2,E,R502454,,,,,,,,
,,,,4059-ECB,STD.,6.987,34,122,30º,2,E,R502455,,,,,,,,
"L6, 549 C.I., (9.0L), 
6090, 24 Valve, 
Diesel Power Tech Plus",Serie 450 Tier III,6,D,4208-AC,STD,7.98,40,162.3,30º,2,E,R520223,R540088,,,,,,,
,,,,4209-ECB,STD,7.98,40,162.3,45º,2,C,R520224,R540087,,,,,,,
466,4640 / 4840 / 8430 / JD743,6,D,865-AC,STD.,9.443,43.56,157.3,30º,18,E,R50358,,,,,,,3158 A,
,,,,1865-ECP,STD.,9.448,43.58,157.62,30º,8,E,R50357,,,,,,,23058-E,
L4 / L6 - 4.4lt. / 6.6lt. /,270 / 4270 / 404 / 466D / 6466D ,4/6,D,4322-AX,STD,9.449,48.3,156.15,46º,18,C,R43883,R41410,,,,,,,
 7.6lt. - 8 y 12 v ,,,,4323-ECB,STD,9.449,43.55,155.78,46º,8,E,R41411,R43679,,,,,,,
S450 8.1 Lts. Turbo,S450,6,D,3850-AC,STD.,9.474,51,153.92,30º,2,E,R504060,R84618,,,,,,3063 A,
,,,,3851-ECB,STD.,9.449,47,156.92,30º,2,E,R504061,R84619,,,,,,23063 E,
Serie 300,Serie 300,6,D,3940-AC,STD.,9.449,46.25,131.22,30º,18,E,R83071,R51735,R72611,R89219,,,,,
,,,,3940-AC,.003,9.525,46.25,131.22,30º,18,E,R83071,R51735,R72611,R89219,,,,,
,,,,3940-AC,.015,9.83,46.25,131.22,30º,18,E,R83071,R51735,R72611,R89219,,,,,
,,,,1550-EC,STD.,9.45,40,131,45º,18,A,R52252,R79624,,,,,,,
,,,,1550-EC,.003,9.526,40,131,45º,18,A,R52252,R79624,,,,,,,
,,,,1550-EC,.015,9.831,40,131,45º,18,A,R52252,R79624,,,,,,,
"L4, (4.5 Lts.), 275 C.I., 4045, 16 Valve, Diesel Power Tech Plus",6420S (4045HL474) / ENGINE 6320 (4045HL476) / ENGINE  6320 (4045HL472) / 6420 (4045HL475) / 6420 (4045HL473) / ,6,D,4648-AC,STD.,7,37,135.65,60,2,E,"R502369_x000D_
R536135_x000D_
13246EA_x000D_
RE557890_x000D_
RE531221_x000D_
RE518080_x000D_
R518806 ",,,,,,,,
,,,,4649-ECX,STD.,6.987,36,135.45,60,2,A,"R502370_x000D_
R536136_x000D_
13247EA_x000D_
RE557891_x000D_
RE518081_x000D_
R527845_x000D_
R524875 ",,,,,,,,
,K.H.D (DEUTZ),,,,,,,,,,,,,,,,,,,
"1.3 Lts. - 11.6 Lts.
FL614 - 1957~",5020 / R84,1 / 8,D,504-A,STD.,11.85,44.4,170,45º,11,A,3369307,,,,,,,,
,,1 & 8 ,,505-E,STD.,11.85,41.5,170,45º,11,C,E0154084234,,,,,,,,
"1.3 Lts. - 10.6 Lts. F8LT14
F4L514 - F3L314 - 1962~",A30 / A40 / A45 / A50 / A70 / A100,1 / 8,D,508-A,STD.,9.89,44.6,170,45º,2,A,3358980,,,,,,,,
F8LT14 - F4L514 - F3L314,F8LT14 - F4L514 - F3L314,1 & 8 ,D,509-E,STD.,9.86,41.6,170,45º,2,A,,,,,,,,,
BF3 M1011 / BF4 M1011 ,Deutz Engine,3 / 4,D,4476-ACB,STD,7.973,41.1,124.7,45º,4,A,4280350,4230048,,,,,,,
" L3 / L4 - 2,2lt. / 2.9lt. - 4v./cil",,,,4477-ECB,STD,7.953,35.4,124.7,45º,4,A,4280049,,,,,,,,
"Agroplus 75, 80, 85, 90, 95 / Agrotron 100, 4.70, 4.80, 4.85, 4.90, 4.95, 80, 85, 90 / Engine","Serie 1012 L4 3.2Lts. BF4M 1012 C,E,EC / F4M // L6 4.8Lts.  BF6M 1012 C,E,EC // F6M - Diesel",4/6,D,4602-AC,STD,7.965,41.7,124.7,60º,4,E,4283374,4255216,4208095,,,,,,
"Agroplus 100 / Agrotron 100, 105, 106, 110, 115, 6.00, 6.01, 6.05, 6.15 / Engine",,,,4603-EC,STD,7.94,36,124.7,45º,4,C,4283375,4255217,4208096,,,,,,
"TCD 2012 Euro 3 L4 y L6 Euro III 
L4 / L6  - 4,0lt / 5,7lt. / 6.0lt. - 4val./cil ",Deutz Engine,4 / 6,D,4478-AC,STD,7.973,41.7,121.2,30º,4,A,4284042,,,,,,,,
,,,,4479-ECB,STD,7.953,35.9,121.2,45º,4,A,4284043,,,,,,,,
"1.7 Lts. - 6.0 Lts. - F2L / F3L / F4L / F6L / 812 / 912 / 913
1957  -  3.7 Lts.-5.6 lTs.
BF4L / BF6L / 913 - 1967",AX80S / AX100S / AX120S / AX160T - Asp. - Turbo,4 / 6,D,1556-ACB,STD.,7.953,43,133.4,45º,2,A,2137301,4153631, ,,,,,,
,,4 & 6 ,,1556-ACB 30,STD.,7.953,43,133,30º,2,C,4153455,,,,,,,,
,,,,1556-ECB,STD.,7.93,37,133,45º,2,A,2237221,,,,,,,,
"BF4L / BF6L  913C -1967~
3.7 Lts. - 5.6 Lts.",AX160T - Turbo,3 / 4 / 6,D,1557-ACB 30,STD.,7.953,43,133,30º,4,A,,,,,,,,,
"L6 6,1lt. 12 val. BF6 913
L6 6,5lt. 12 val. BF6 914 ",Deutz Engine,,,1557-ACB ,STD.,7.953,43,133,45º,4,C,,,,,,,,,
"L4 4.3lt. 8 val. BF4 L914 
L4 4.0lt. 8 val. BF4 L913 ",,,,1557-ECB 30,STD.,7.93,37,133,30º,4,A,,,,,,,,,
"L3 2.8lt. 6 val. F3L 912W
L3 2.8lt. 6 val. F3L 912D ",,,D,1557-ECB,STD.,7.93,37,133,45º,4,A,2137300,4153697,2237221,3371762,,,,,
"F2 L   912 1.9lt. - L2 -   4v. 
F3 L   912 2.9lt. - L3 - 12v. 
FB4 L 913 4.0lt. - L4 - 16v.
F5 L   912 4.7lt. - L5 - 20v. 
F6 L   913 6.1lt. - L6 - 24v.",Actor 5510 / AgroCompact 3.30/3.50/3.70/3.90 / AgroPrima / AgroStar / AgroXtra / AgroLux,2 / 3 / 4 / 5 / 6,D,4474-A ,STD,7.96,45,133,45º,4,A,,,,,,,,,
,,,,1557-ECB,STD.,7.93,37,133,45º,4,A,2137300,4153697,2237221,3371762,,,,,
"10.0 Lts. - 12.7 Lts.
F8L413 - 1968~",Magirus / 200 D16 / 210 EV120,8,D,282-AC,STD.,9.93,53.6,164.95,45º,2,A,2402585,,,,,,,"2028-A+0,8",
F8L413,,8,D,1282-EC,STD.,9.91,46.6,165.25,45º,2,A,2148906,,,,,,,,
FL1114 - FL2114,A85 / A130 / Bus 150 L12,2 / 6,D,549-A,STD.,9.93,50.6,170,45º,2,A,,,,,,,,,
FL 1114 / 2114,FL 1114 / 2114,2 & 6 ,D,1549-ECP,STD.,9.86,44.6,170,45º,2,A,20460,,,,,,,,
"V6 24v. BF6M 1015C /
 BF6M 1015CP // 
V8 32v. FB8M 1015C / FB8MCP ",Deutz Engine,6/8,D,4396-ACB  ,STD,7.97,46,133,30º,4,A,,,,,,,,,
,,,,4397-ECB ,STD,7.96,42,133,45º,4,A,,,,,,,,,
"L6 - L8 - V8 // 11.9 Lts - 16.0 Lts
BFG 6M 1015 C // 
BFG 8M 1015 C // 
TCD 16.0 Lts V8 ",Deutz Engine,6/8,D,4396-ACB  ,STD,7.97,46,133,30º,4,A,,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,4481-EX,STD,7.96,42,133,30º,4,A,04228253,04268372,,,,,,,
1013,1013,4 / 6,D,4014-AC,STD.,8.974,48,138.9,30º,4,A,4283380,4204014,4255254,,,,,3004 A,
,,,,4015-ECB,STD.,8.956,42,139,45º,4,A,4283381,4204015,4255255,,,,,23004 E,
,KIA,,,,,,,,,,,,,,,,,,,
"L3 1,0lt 12v.",Kia Picanto,3,G,4490-AN,STD,5.475,26.8,92.9,45º,2,E,2221104000,,,,,,,,
,,,,4491-EN,STD,5.46,24.1,93.4,45º,2,E,2221204070,,,,,,,,
1.1 Lts. - 12V.,Kia Picanto ,4,G,4050-AN,STD.,5.475,23.5,99.6,45º,2,E,2221102200,,,,,,,,
,,,,4051-EN,STD.,5.44,27,99,45º,2,E,2221102200,,,,,,,,
1.3 Lts.  -  (2002),Rio,4,G,3824-AN,STD.,6.46,37.2,103.45,45º,2,C,0K30C 12111,,,,,,,,
,,,,3825-EPN,STD.,6.46,31.6,103.45,45º,2,C,0K30C 12121,,,,,,,,
"1.5 Lts. - 2.0 Lts.
B5 / B6 - 1986-94",Avella / Sportage,4,G,3518-AC,STD.,6.983,38,103.95,45º,2,C,B63012111,K93012111,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,3519-ECB,STD.,6.958,32,103.3,45º,2,C,B63012121,,,,,,,,
1.5 Lts.  -  (2002),Rio,4,G,3818-AN,STD.,5.475,27.8,96.45,45º,2,C,0K30E 12111,,,,,,,,
,,,,3819-EN,STD.,5.437,24.9,95.55,45º,2,C,0K30E 12121,,,,,,,,
Motor A6D 16v, Rio 1.6 Ltrs,4,G,4158-AN,STD,5.472,29.2,96.15,45º,2,C,0K2NC12111,,,,,,,,
,,,,4159-EN,STD,5.452,25.8,95,45º,2,C,0K2NC12121,,,,,,,,
 1.6 Ltrs. 16V, Soul / Cerato / Rio II / Pride,4,G,4152-AN,STD,5.97,29.1,91.8,45º,2,E,2221126600,,,,,,V-7003,,
,,,Esc,4153-EN,STD,5.96,24.9,92.4,45º,2,E,2221226000,2221226050,,,,,S-7004,,
"F3N-
2.0 Lts. 16v- DOHC-", Sportage Nueva,4,G,3962-AN,STD.,5.96,34,103.8,45º,2,C,8971319610,,,,,,,,
,,,,3963-EN,STD.,5.96,29,103.5,45º,2,C,8971319620,,,,,,,,
"Motor Hyundai G4GC  
4Cil. 2.0Lts. 
DOHC, GAS, FI, 16v.  ",Soul / Sportage / Spectra / Tiburon,4,G,4536-AN,STD,5.966,31.9,114.35,45º,2,C,2221123600, ,,,,,,,
,,,,4537-EN,STD,5.95,27.4,116.8,45º,2,C,2221223600,,,,,,,,
2.0 Lts CRDi D4EA,"Kia Carens / Cerato / Sportage /
Lotze / Rondo",4,D,4118-A,Std,5.94,28.55,95.63,45º,2,E,2221127001,,,,,,,,
,,,Esc,4119-EN,Std,5.9,24.26,95.27,45º,2,E,2221227001,,,,,,,,
1RFT L4 2.0lt. 16v,Gran Sportage,4,D,4416-A,STD,7.968,39.4,106.6,60º,2,E,D27Z6507A,,,,,,,,
,,,,4417-EN,STD,7.967,35,106.6,45º,2,E,D27Z6505A, ,,,,,,,
"Motor G4DM / G4GM
2.0 Lts. 16v. ",Kia Cerato / Carens / Sportage,4,G,4178-AN,STD,5.94,32,102.2,45º,2,C,2221123000, ,,,,,,,
,,,Esc,4179-EN,STD,5.932,27.5,104.7,45º,2,c,2221223000,,,,,,,,
2.2 Lts. - R2 / B5,Besta,4,D,3298-AN,STD.,7.983,41.1,107.9,45º,2,A,  E43Z6507D, ,,,,,,1145 A,
,,,,3299-EN,STD.,7.978,36,107.65,45º,2,A,  E43Z6505E,,,,,,,21145 E,
"D4HB / D4HA
2.2 Lts. 16v"," KIA  Carnival / Grand Carnival III CRDI, 
Sedona III, Sorento II , Sportage CRDI ",4,D,4516-AN,STD,5.935,29,108.3,45º,4,C,22211-2F000,,,,,,,,
,,,,4517-EBN,STD,5.915,26,108.3,45º,4,C,22212-2F010,,,,,,,,
KRV6 2.5Lts 24V,Carnival,4,,3812-AN,STD,5.985,31.5,90,45º,2,C,F32Z6507B,F32Z6507C, ,,,,,,
,,,,3813-EN,STD,5.97,27.5,90,44º,2,C,  F32Z6505B, , ,,,,,,
2.7 Lts. - XB / ZB - 1967-71,Asia Topic,4 / 6,D,3296-AN,STD.,7.93,40.5,114.45,45º,2,A,63612111,,,,,,,5305 A,
,,,,3297-EBN,STD.,7.925,36,114.65,30º,2,E,K63812121J,,,,,,,25305 E,
2.7 Lts. -  RFA 1992~ -  8V.,Besta ,4,D,3548-APN,STD.,8.97,41,114.45,45º,2,C,0N01-12-111,,,,,,,21147 A,
,,,,3549-EBN,STD.,8.95,35,114.6,30º,2,C,0N01-12-121,,,,,,,21147 E,
J3 - 2.9 Lts. - (2001),Carnival,4,D,3820-AN,STD.,6.975,34,126.25,45º,2,C,0K 551 12 111A,,,,,,,,
,,,,3821-EPN,STD.,6.96,31.5,126.25,45º,2,C,0K 551 12 121A,,,,,,,,
G6BA Delta V6 2.7Lts 24V,Kia Sportage/ Optima,4,G,4258-AN,STD,5.955,32.05,96.35,45º,2,A,2221137201,,,,,,,,
,,,,4259-EN,STD,5.963,27.55,97.15,45º,2,A,2221237200,,,,,,,,
J2 / JT  -  2.7 Lts.  -  3.0 Lts.  - (1998),Pregio,4,D,3826-AN,STD.,8.473,42.5,112.85,45º,2,E,0K65D 12111,,,,,,,,
,,,,3828-AN,STD.,8.478,44,112.85,45º,2,E,0K75D 12111,,,,,,,1146 A,
,,,,3827-EBN,STD.,8.45,37.3,112.83,45º,2,C,0K63C 12121,,,,,,,21146 E,
Kia 4 Hyundai Sigma v6 3.5 Lts 24v, Kia Sorento/ Amanti/ Sedoma,4,G,4280-AN,STD,6.565,35,106.25,45º,2,C,2221135510,2221135520,,,,,,,
,,,,4281-EN,STD,6.54,30.5,105.41,45º,2,C,2221235500,,,,,,,,
D4CB,Kia Sorento 2.5 Lts TDI NEW / Kia Bongo,4,D,4120-AN,STD,6.97,31.8,110.6,45º,4,A,22211-4A060,,,,,,,,
,,,,4121-EN,STD,6.95,28,110.78,45º,4,C,22212-4A060,,,,,,,,
D4CB,Kia Sorento 2.5 Lts TDI / Kia Bongo,4,D,4122-AN,STD,6.97,31.82,110.62,45º,2,C,22211-4A000,,,,,,,,
,,,,4123-EN,STD,6.94,28,110.64,45º,2,C,22212-4A000,,,,,,,,
,KUBOTA,,,,,,,,,,,,,,,,,,,
D1105-B / D1105-E3B / D1105-TE3B - 1.1lt. L3 6v. ,Kubota,3,D,4376-AN,STD,6.97,31.05,89.6,60º,8,E,1539313110,,,,,,,,
 Aspiración Directa -Interim Tier 4 / Stage III A.,,,,4377-EN,STD,6.96,27.5,89.6,45º,8,A,1539313120,,,,,,,,
 V1702 - 1.7lt. L4 8v. ,Kubota,4,D,4370-AN,STD,7.975,33,101,45º,2,E,1522113110,,,,,,,,
,,,,4371-EN,STD,7.975,27,101,45º,2,E,1522113120,,,,,,,,
V2203B,kubota / BOBCAT,4,D,4128-AN,STD,7.96,33.47,102.25,30º,2,E,1641513110,1648413110,,,,,,,
,,,Esc,4129-EN,STD,7.98,28.57,102.35,45º,2,E,1641913125,,,,,,,,
"L4, (2.2LTS) 8V.",BOBCAT EQUIPO INDUSTRIAL,4,D,4638-AN,STD,7.963,37.5,101.5,45º,2,E,,,,,,,,,
,,4,D,4639-EN,STD,7.963,32,101.5,45º,2,E,,,,,,,,,
"L4, (3.8 LTS.), 3769 C.C., 8 VALVE, TIER 4, DIESEL, TURBOCHARGED, V3800",INDUSTRIAL / ,4,D,4745-AN,STD.,6.97,35,100.3,60,8,E,1C02013112 ,,,,,,,,
,,4,D,4746-EN,STD.,6.96,30,100.3,45º,8,E,1C02013122 ,,,,,,,,
,LADA,,,,,,,,,,,,,,,,,,,
1.1 Lts. - 1990~,Samara,4,G,3380-A,STD.,7.985,35,103.95,45º,4,A,21081-1007010,,,,,,,1553 A,
1.5 Lts. - 1989~,,,,3382-AN,STD.,7.995,37,103.85,45º,4,A,,,,,,,,1554 A,
1.3 Lts. - 1.5 Lts. - 1989~,,,,3381-EN,STD.,7.995,31.4,104,45º,4,A,,,,,,,,1553 E,
1.5 Lts. - 1972-74,Niva / Vaz 1011 / 2103 / 2106,4,G,384-A,STD.,7.985,37,112.5,45º,2,A,21011007010,21084183269,4183296,,,,,1552 A,
"1500cc
1972-74",Niva / Vaz 1011 / 2103 / 2106,4,G,384-E,STD.,7.985,31.5,113.1,45º,2,A,21011007012,,,,,,,21552 E,
"L4, (1.6 Lts.), 1597 C.C., 16 Valve",PRIORA,4,G,4662-AC,STD.,6.965000000000001,29,96.15,45º,4,C,211201007010 ,,,,,,,,
,,,,4663-EC,STD.,6.95,25.5,97.15,45º,4,C,211201007012 ,,,,,,,,
H4M  1.6 Lts.  16V    ,"VESTA / XRAY L4, (1.6 LTS.), 1598 C.C., 16 VALVE, HR16D -> VESTA / XRAY",4,G,4794-AN,STD.,4.97,31.7,101.75,45º,2,C,132018521R,,,,,,,,
,,,,4795-EN,STD.,4.955,25.45,102.5,45º,2,C,132028257E,,,,,,S-7324,,
,,,,4880-EN,STD.,4.965,25.45,102.5,45º,4,C,132271439R,,,,,,S-7324,,
,LANCIA,,,,,,,,,,,,,,,,,,,
176 B9.000 - 1.2 Lts. - 1997~ - 16V,Y,4,G,3558-AC,STD.,5.991,26.9,95.2,45º,4,C,46553048,,,,,,,6003 AGNC,
,,,,3559-ECBS,STD.,5.983,22.4,96.06,45º,4,A,,,,,,,,,
1.3lt TDI 16v.,Musa / Ipsilon,4,D,4382-AC,STD,5.985,21.9,109.3,45º,4,A,46518930,,,,,,,,
,,,,4383-EC,STD,5.975,21.9,109.2,45º,4,A,93190438,,,,,,,,
,LAND ROVER,,,,,,,,,,,,,,,,,,,
1.6 Lts.  -  16V  -  1990~,216 / 400,4,G,3432-A,STD.,5.475,28.9,115.1,45º,2,C,14711PM3000,17211PM3003,,,,,,21190 A,
,,,,3433-EBN,STD.,5.44,25,118.7,45º,2,C,14721PM3000, ,,,,,,21190 E,
